longitude,latitude,total_rooms,median_income,ocean_proximity,median_house_value
-122.01,37.37,2213,7.2165,<1H OCEAN,360900
-122,37.37,1434,3.7045,<1H OCEAN,178100
-122.03,37.39,3280,4.4107,<1H OCEAN,232700
-122.02,37.38,1889,3.2574,<1H OCEAN,254400
-122.01,37.39,2500,3.5586,<1H OCEAN,222200
-122.01,37.39,1976,5.6447,<1H OCEAN,252600
-122,37.39,1236,5.791,<1H OCEAN,239400
-122.03,37.39,2600,4.0223,<1H OCEAN,250200
-122.02,37.4,2348,4.35,<1H OCEAN,261000
-122.01,37.39,3015,4.0068,<1H OCEAN,249500
-122.02,37.39,2297,4.7431,<1H OCEAN,239700
-122.04,37.39,8745,4.7685,<1H OCEAN,280100
-122.05,37.38,3200,3.5649,<1H OCEAN,450000
-122.05,37.38,2424,4.072,<1H OCEAN,364200
-122.05,37.38,1875,5.4351,<1H OCEAN,336500
-122.06,37.38,4293,4.2719,NEAR BAY,270800
-122.05,37.37,2687,3.4028,<1H OCEAN,324200
-122.05,37.39,347,4.4531,<1H OCEAN,350000
-122.06,37.4,12855,4.3351,NEAR BAY,267400
-122.06,37.39,18,3.75,NEAR BAY,375000
-122.06,37.39,1236,3.6875,NEAR BAY,40000
-122.06,37.38,3401,4.2188,NEAR BAY,500001
-122.06,37.38,1798,5.6999,NEAR BAY,470000
-122.06,37.37,3058,6.1299,<1H OCEAN,500001
-122.06,37.38,2976,4.8625,NEAR BAY,262500
-122.07,37.39,1465,4.712,NEAR BAY,289300
-122.08,37.4,806,5.9291,NEAR BAY,284600
-122.07,37.4,3352,3.7359,NEAR BAY,262500
-122.07,37.41,1184,5.7657,NEAR BAY,322300
-122.07,37.4,2940,4.359,NEAR BAY,192200
-122.08,37.4,3565,4.1544,NEAR BAY,277000
-122.08,37.4,1750,5.806,NEAR BAY,308700
-122.08,37.41,1896,4.6875,NEAR BAY,288900
-122.09,37.4,1575,5.1408,NEAR BAY,264700
-122.1,37.41,6277,5.4721,NEAR BAY,343300
-122.09,37.41,1480,2.8203,NEAR BAY,284100
-122.09,37.41,753,4.2463,NEAR BAY,266700
-122.09,37.41,1476,3.575,NEAR BAY,274000
-122.09,37.4,1489,3.5179,NEAR BAY,197200
-122.09,37.4,748,3.4375,NEAR BAY,290600
-122.09,37.42,4874,3.8003,NEAR BAY,229800
-122.11,37.41,5110,3.4198,NEAR BAY,351900
-122.09,37.4,3218,3.2875,NEAR BAY,182700
-122.1,37.4,3410,3.4868,NEAR BAY,165600
-122.1,37.4,1755,4.3077,NEAR BAY,293500
-122.1,37.4,1085,3.9091,NEAR BAY,276000
-122.11,37.4,1994,4.1875,NEAR BAY,266400
-122.11,37.4,255,4.6591,NEAR BAY,175000
-122.1,37.4,514,3.1736,NEAR BAY,181300
-122.08,37.4,766,2.5208,NEAR BAY,316700
-122.09,37.39,2065,3.7318,NEAR BAY,327700
-122.09,37.39,1722,3.725,NEAR BAY,261300
-122.09,37.4,3983,3.6742,NEAR BAY,275000
-122.08,37.39,1498,2.8438,NEAR BAY,307100
-122.08,37.39,1115,3.2083,NEAR BAY,334300
-122.08,37.39,2292,4.8036,NEAR BAY,340000
-122.07,37.39,1695,3.5045,NEAR BAY,352500
-122.07,37.39,1169,5.0131,NEAR BAY,330300
-122.07,37.38,1272,4.5644,NEAR BAY,280200
-122.08,37.39,2210,4.5833,NEAR BAY,342400
-122.1,37.39,1117,3.5909,NEAR BAY,353100
-122.1,37.39,1860,5.0871,NEAR BAY,354500
-122.09,37.39,1508,2.7279,NEAR BAY,365600
-122.09,37.39,1035,5.5385,NEAR BAY,359000
-122.09,37.38,1959,6.2884,NEAR BAY,414700
-122.09,37.38,2587,6.1995,NEAR BAY,407200
-122.08,37.38,2771,3.4042,NEAR BAY,353600
-122.08,37.38,857,5.0086,NEAR BAY,366700
-122.08,37.38,1199,5.0796,NEAR BAY,373400
-122.08,37.38,782,6.828,NEAR BAY,383900
-122.08,37.37,1229,7.1108,NEAR BAY,465000
-122.09,37.37,1269,6.8374,NEAR BAY,500001
-122.09,37.37,2165,5.2971,NEAR BAY,442100
-122.08,37.38,830,3.3917,NEAR BAY,342900
-122.07,37.37,3770,4.8021,NEAR BAY,457500
-122.07,37.37,2937,7.9813,NEAR BAY,473500
-122.07,37.36,3244,7.5,<1H OCEAN,500001
-122.06,37.36,1747,6.8268,<1H OCEAN,500001
-122.07,37.36,4612,10.0346,<1H OCEAN,500001
-122.08,37.36,2717,9.281,NEAR BAY,500001
-122.09,37.36,1550,5.0222,NEAR BAY,500001
-122.09,37.36,2269,7.5274,NEAR BAY,500001
-122.08,37.36,2181,8.2266,NEAR BAY,500001
-122.06,37.35,2040,8.758,<1H OCEAN,500001
-122.07,37.34,1208,5.4659,<1H OCEAN,500001
-122.07,37.34,1172,7.3561,<1H OCEAN,500001
-122.07,37.35,1447,9.8144,<1H OCEAN,500001
-122.07,37.35,1579,8.5888,<1H OCEAN,500001
-122.08,37.35,1347,7.7068,NEAR BAY,500001
-122.07,37.34,1851,10.1007,<1H OCEAN,500001
-122.08,37.34,2597,10.5142,<1H OCEAN,500001
-122.08,37.34,1643,12.367,<1H OCEAN,500001
-122.08,37.35,2398,10.3591,NEAR BAY,500001
-122.1,37.38,4167,7.5655,NEAR BAY,500001
-122.1,37.37,2511,8.3924,NEAR BAY,500001
-122.1,37.37,2224,8.1064,NEAR BAY,500001
-122.11,37.37,1477,10.3329,NEAR BAY,500001
-122.11,37.38,3598,7.8177,NEAR BAY,500001
-122.11,37.38,3638,5.0804,NEAR BAY,500001
-122.11,37.37,1068,7.2045,NEAR BAY,500001
-122.12,37.37,1617,8.9021,NEAR BAY,500001
-122.11,37.4,2836,4.9519,NEAR BAY,500001
-122.11,37.39,1660,6.3967,NEAR BAY,500001
-122.1,37.39,2471,7.6229,NEAR BAY,500001
-122.12,37.4,2356,7.0245,NEAR BAY,500001
-122.12,37.39,3561,8.9172,NEAR BAY,500001
-122.12,37.38,1443,8.4709,NEAR BAY,500001
-122.12,37.4,3514,10.3894,NEAR BAY,500001
-122.13,37.4,6027,5.1335,NEAR BAY,461200
-122.13,37.41,4787,5.4063,NEAR BAY,440900
-122.14,37.41,2419,6.4588,NEAR BAY,437100
-122.14,37.42,206,4.15,NEAR BAY,265000
-122.13,37.42,3982,3.5364,NEAR BAY,314100
-122.12,37.41,2892,5.3727,NEAR BAY,360900
-122.11,37.43,3584,7.3023,NEAR BAY,451300
-122.11,37.43,3905,7.313,NEAR BAY,463700
-122.11,37.42,3058,6.4949,NEAR BAY,417800
-122.11,37.41,2712,7.1382,NEAR BAY,443800
-122.11,37.41,1641,6.0884,NEAR BAY,432900
-122.12,37.42,2445,5.2803,NEAR BAY,362100
-122.12,37.42,2607,5.1524,NEAR BAY,373100
-122.13,37.43,3454,5.2114,NEAR BAY,438400
-122.13,37.43,4398,4.7375,NEAR BAY,431900
-122.12,37.43,3212,6.46,NEAR BAY,425500
-122.12,37.44,2974,5.485,NEAR BAY,406300
-122.13,37.44,2390,6.3111,NEAR BAY,397400
-122.12,37.44,1509,4.875,NEAR BAY,373400
-122.11,37.44,2016,5.6413,NEAR BAY,376600
-122.12,37.43,3262,5.316,NEAR BAY,398100
-122.13,37.45,2295,6.7257,NEAR BAY,500001
-122.13,37.45,1287,7.9029,NEAR BAY,500001
-122.13,37.45,3233,6.6354,NEAR BAY,500001
-122.13,37.44,3004,9.1508,NEAR BAY,500001
-122.13,37.44,2835,5.9277,NEAR BAY,446600
-122.15,37.46,906,10.3942,NEAR BAY,500001
-122.16,37.45,1135,7.5418,NEAR BAY,492000
-122.15,37.46,1803,10.9508,NEAR BAY,500001
-122.14,37.45,3841,7.8647,NEAR BAY,500001
-122.15,37.45,2117,6.767,NEAR BAY,500001
-122.14,37.45,2074,8.7051,NEAR BAY,500001
-122.15,37.45,568,6.1575,NEAR BAY,500001
-122.16,37.45,4234,4.2297,NEAR BAY,425000
-122.16,37.45,2207,2.1406,NEAR BAY,402500
-122.16,37.45,2926,4.5987,NEAR BAY,356000
-122.16,37.44,2199,4.2972,NEAR BAY,405900
-122.15,37.44,2063,7.2543,NEAR BAY,500001
-122.15,37.44,1400,4.9861,NEAR BAY,500001
-122.15,37.44,1945,6.1655,NEAR BAY,500001
-122.14,37.44,3117,6.6756,NEAR BAY,500001
-122.14,37.43,1944,8.2664,NEAR BAY,500001
-122.14,37.43,1327,12.5902,NEAR BAY,500001
-122.14,37.43,1383,6.5829,NEAR BAY,500001
-122.15,37.43,2600,5.0203,NEAR BAY,476300
-122.15,37.42,3558,3.9243,NEAR BAY,404800
-122.14,37.43,2060,4.0686,NEAR BAY,378600
-122.15,37.43,11709,1.9045,NEAR BAY,375000
-122.16,37.42,4448,11.0492,NEAR OCEAN,500001
-122.15,37.41,2577,10.476,NEAR BAY,500001
-122.17,37.43,3924,4.0972,NEAR OCEAN,387500
-122.15,37.41,473,7.0309,NEAR BAY,475000
-122.18,37.41,1034,10.7237,NEAR OCEAN,500001
-122.13,37.39,3385,12.0372,NEAR BAY,500001
-122.12,37.37,1446,10.7355,NEAR BAY,500001
-122.11,37.36,1575,13.1867,NEAR BAY,500001
-122.13,37.37,2139,11.806,NEAR BAY,500001
-122.14,37.38,2859,10.4277,NEAR BAY,500001
-122.1,37.36,1433,9.3586,NEAR BAY,500001
-122.1,37.36,2063,8.5294,NEAR BAY,500001
-122.09,37.35,1795,7.5794,NEAR BAY,500001
-122.09,37.35,1502,10.0259,NEAR BAY,500001
-122.14,37.36,11294,12.1387,NEAR BAY,500001
-122.15,37.35,3814,12.9792,NEAR BAY,500001
-122.11,37.31,189,13.8093,<1H OCEAN,500001
-122.12,37.29,436,8.6196,<1H OCEAN,500001
-122.12,37.28,349,5.8691,<1H OCEAN,360000
-122.08,37.24,427,11.3283,<1H OCEAN,500001
-122.01,37.18,3852,5.8596,<1H OCEAN,318700
-121.98,37.16,2533,5.3468,<1H OCEAN,279900
-121.9,37.16,1529,5.2366,<1H OCEAN,293300
-121.93,37.13,1150,5.7415,<1H OCEAN,398500
-121.88,37.24,4420,3.506,<1H OCEAN,226400
-121.9,37.24,7521,4.4004,<1H OCEAN,255800
-121.86,37.22,7245,6.9508,<1H OCEAN,361200
-121.86,37.23,4337,5.8904,<1H OCEAN,271400
-121.85,37.22,6203,7.7201,<1H OCEAN,362700
-121.89,37.21,5636,8.4262,<1H OCEAN,459200
-121.84,37.18,9176,8.3837,<1H OCEAN,473400
-121.87,37.22,2825,8.0595,<1H OCEAN,485000
-121.87,37.22,1921,7.6933,<1H OCEAN,405900
-121.86,37.21,2552,9.1974,<1H OCEAN,500001
-121.87,37.21,1080,9.08,<1H OCEAN,500001
-121.83,37.23,5389,6.6659,<1H OCEAN,500001
-121.8,37.19,1797,4.5417,<1H OCEAN,434500
-121.84,37.21,5468,8.3792,<1H OCEAN,418300
-121.83,37.2,3694,6.8333,<1H OCEAN,348000
-121.83,37.21,2714,7.7738,<1H OCEAN,387500
-121.89,37.23,3574,8.1988,<1H OCEAN,355900
-121.89,37.23,7754,8.19,<1H OCEAN,361600
-121.88,37.24,7174,8.3065,<1H OCEAN,394200
-121.87,37.23,7357,6.9473,<1H OCEAN,361400
-121.87,37.27,3298,6.7064,<1H OCEAN,305600
-121.87,37.27,1730,7.5845,<1H OCEAN,279300
-121.86,37.27,1852,5.6139,<1H OCEAN,279500
-121.87,37.27,3561,5.0292,<1H OCEAN,269400
-121.86,37.27,4393,5.6876,<1H OCEAN,246500
-121.77,37.23,4713,5.6958,<1H OCEAN,253800
-121.77,37.22,1617,4.5221,<1H OCEAN,191100
-121.77,37.22,3992,6.7287,<1H OCEAN,299300
-121.76,37.23,4274,5.4218,<1H OCEAN,233900
-121.84,37.25,5939,5.6488,<1H OCEAN,234600
-121.83,37.23,5507,6.0889,<1H OCEAN,245200
-121.84,37.24,3574,6.7836,<1H OCEAN,274100
-121.84,37.24,7991,5.4741,<1H OCEAN,238800
-121.85,37.24,6425,5.1228,<1H OCEAN,237600
-121.86,37.25,6958,4.2885,<1H OCEAN,262400
-121.83,37.28,3057,5.2166,<1H OCEAN,230900
-121.81,37.27,3244,5.9214,<1H OCEAN,224000
-121.8,37.27,3912,5.0772,<1H OCEAN,221500
-121.82,37.27,2030,6.3566,<1H OCEAN,279100
-121.81,37.27,2996,4.3438,<1H OCEAN,209700
-121.8,37.26,1394,4.8862,<1H OCEAN,195000
-121.8,37.26,3631,2.875,<1H OCEAN,184400
-121.85,37.27,1957,7.3339,<1H OCEAN,294200
-121.84,37.27,3624,4.2083,<1H OCEAN,198400
-121.84,37.27,2795,5.0186,<1H OCEAN,250800
-121.83,37.27,4454,4.5615,<1H OCEAN,282600
-121.84,37.27,2429,5.5,<1H OCEAN,253200
-121.83,37.27,2855,6.6712,<1H OCEAN,311500
-121.82,37.26,3030,5.1356,<1H OCEAN,218700
-121.83,37.26,2394,5.5875,<1H OCEAN,259300
-121.81,37.26,3379,4.0547,<1H OCEAN,236200
-121.81,37.26,1911,5.9359,<1H OCEAN,249500
-121.81,37.25,3398,2.0288,<1H OCEAN,350000
-121.81,37.25,2070,4.1926,<1H OCEAN,244500
-121.83,37.26,3609,4.5033,<1H OCEAN,213100
-121.82,37.25,2650,3.9461,<1H OCEAN,194300
-121.83,37.25,2332,3.1932,<1H OCEAN,123400
-121.87,37.26,1051,5.6652,<1H OCEAN,234500
-121.86,37.26,2814,5.5121,<1H OCEAN,224100
-121.87,37.26,2383,5.6223,<1H OCEAN,265700
-121.85,37.26,1982,6.4339,<1H OCEAN,289200
-121.85,37.26,2312,7.4323,<1H OCEAN,311800
-121.85,37.26,1816,6.8194,<1H OCEAN,291200
-121.84,37.26,1808,5.0509,<1H OCEAN,184800
-121.83,37.26,3243,5.5849,<1H OCEAN,257400
-121.84,37.25,2363,4.8355,<1H OCEAN,141600
-121.87,37.25,2498,3.7844,<1H OCEAN,183900
-121.85,37.25,3773,5.4939,<1H OCEAN,241200
-121.83,37.24,2543,5.9164,<1H OCEAN,237400
-121.81,37.24,3250,4.5,<1H OCEAN,234400
-121.82,37.24,3671,6.0538,<1H OCEAN,241000
-121.82,37.25,3344,5.8305,<1H OCEAN,245600
-121.82,37.25,4021,5.1663,<1H OCEAN,241200
-121.81,37.25,1975,4.4565,<1H OCEAN,159000
-121.81,37.25,4096,6.2957,<1H OCEAN,251800
-121.82,37.23,4487,7.5218,<1H OCEAN,291500
-121.82,37.23,2349,4.9688,<1H OCEAN,233100
-121.81,37.23,1674,5.3157,<1H OCEAN,253300
-121.81,37.23,2635,6.3178,<1H OCEAN,248000
-121.81,37.23,2413,6.4328,<1H OCEAN,257200
-121.81,37.23,2319,6.4664,<1H OCEAN,278300
-121.78,37.24,2123,6.0062,<1H OCEAN,262700
-121.78,37.22,2127,5.0958,<1H OCEAN,217100
-121.78,37.23,1747,5.898,<1H OCEAN,229100
-121.79,37.23,2240,6.0198,<1H OCEAN,289600
-121.79,37.23,2281,5.4193,<1H OCEAN,259500
-121.8,37.23,3179,5.9225,<1H OCEAN,265800
-121.8,37.23,2581,6.7385,<1H OCEAN,272400
-121.8,37.27,3301,6.223,<1H OCEAN,260700
-121.8,37.26,1868,5.9053,<1H OCEAN,260500
-121.76,37.26,250,4.6458,<1H OCEAN,500001
-121.77,37.24,10236,4.747,<1H OCEAN,261100
-121.7,37.2,531,4.65,<1H OCEAN,385700
-121.74,37.19,1290,4.2039,<1H OCEAN,500001
-121.72,37.16,1062,4.7386,<1H OCEAN,394100
-121.75,37.11,3167,6.8773,<1H OCEAN,467700
-121.68,37,3754,6.7644,<1H OCEAN,412600
-121.61,37.15,5498,7.8601,<1H OCEAN,416300
-121.6,37.13,9483,7.5,<1H OCEAN,344500
-121.64,37.15,4780,6.1684,<1H OCEAN,288100
-121.64,37.14,5487,4.175,<1H OCEAN,229800
-121.63,37.12,1830,2.4821,<1H OCEAN,248200
-121.69,37.14,4077,5.2951,<1H OCEAN,386200
-121.66,37.13,4477,3.8788,<1H OCEAN,226900
-121.65,37.12,4721,3.6895,<1H OCEAN,239300
-121.66,37.11,3785,5.1514,<1H OCEAN,436700
-121.65,37.11,6006,5.9356,<1H OCEAN,321700
-121.63,37.1,5034,4.9028,<1H OCEAN,335000
-121.67,37.13,3269,5.6205,<1H OCEAN,300800
-121.56,37.08,6725,6.4313,<1H OCEAN,393100
-121.61,37.06,5322,5.5936,<1H OCEAN,386800
-121.6,37.09,1511,3.625,<1H OCEAN,350000
-121.62,37.09,1593,3.9306,<1H OCEAN,260700
-121.58,37.01,3192,4.3693,INLAND,234000
-121.57,37,7241,4.5714,INLAND,260300
-121.57,36.98,5231,4.9702,INLAND,279800
-121.58,37.01,2873,5.1519,INLAND,264700
-121.59,36.97,865,5.7396,INLAND,308700
-121.59,37.01,6637,4.3227,INLAND,251500
-121.61,37.03,6529,5.6754,<1H OCEAN,298500
-121.58,37.03,3120,3.5551,INLAND,198600
-121.58,37.02,2303,3.2019,INLAND,203600
-121.59,37.02,6355,4.4233,INLAND,228600
-121.57,37.02,2889,2.9417,INLAND,178000
-121.57,37.01,1448,2.0625,INLAND,170300
-121.56,37,3976,2.5387,INLAND,160100
-121.54,36.99,2361,3.2614,INLAND,305000
-121.51,37.02,2372,4.0238,INLAND,374600
-121.74,37.35,440,5.2327,<1H OCEAN,500001
-121.55,37.37,759,3.6964,INLAND,262500
-121.59,37.19,220,15.0001,<1H OCEAN,131300
-121.37,37.06,474,3.8062,INLAND,340900
-122.03,37.18,212,6.0622,<1H OCEAN,390000
-121.96,37.13,50,15.0001,<1H OCEAN,400000
-121.98,37.14,74,9.5908,<1H OCEAN,350000
-122,37,32,2.625,NEAR OCEAN,137500
-122.01,36.99,227,6.4469,NEAR OCEAN,271400
-122.01,36.99,1321,4.9808,NEAR OCEAN,263100
-121.99,36.99,3119,5.8123,NEAR OCEAN,281500
-121.99,36.98,1104,4.3409,NEAR OCEAN,256300
-122,36.98,1636,3.5562,NEAR OCEAN,239200
-122.01,36.99,2548,3.6902,NEAR OCEAN,233000
-122.01,36.98,1250,4.0417,NEAR OCEAN,265300
-122.02,36.99,2156,2.7875,NEAR OCEAN,245000
-122.02,36.98,1484,2.1734,NEAR OCEAN,187500
-122.02,36.98,1153,3.2368,NEAR OCEAN,212500
-122.04,36.98,2155,5.6188,NEAR OCEAN,404700
-122.04,36.98,797,6.7974,NEAR OCEAN,367600
-122.04,36.97,2695,5.3972,NEAR OCEAN,362300
-122.06,37,1547,2.4732,NEAR OCEAN,131300
-122.05,36.97,2428,3.6797,NEAR OCEAN,263800
-122.05,36.97,3363,4.2542,NEAR OCEAN,294100
-122.06,36.98,3385,4.2254,NEAR OCEAN,320900
-122.04,36.98,1076,2.9286,NEAR OCEAN,258300
-122.04,36.97,1302,5.1806,NEAR OCEAN,266400
-122.04,36.97,1901,3.8259,NEAR OCEAN,253100
-122.04,36.97,792,5.2128,NEAR OCEAN,238600
-122.04,36.96,1294,3.2437,NEAR OCEAN,223900
-122.03,36.98,2817,2.1553,NEAR OCEAN,255400
-122.01,36.98,2403,2.5954,NEAR OCEAN,229400
-122.02,36.98,1053,2.7125,NEAR OCEAN,217500
-122.02,36.98,607,1.9063,NEAR OCEAN,166700
-122.02,36.97,2568,1.9286,NEAR OCEAN,195300
-122.01,36.97,2162,2.5417,NEAR OCEAN,260900
-122.01,36.97,920,2.9444,NEAR OCEAN,232800
-122.01,36.97,1605,2.5368,NEAR OCEAN,240000
-122,36.98,2502,4.3,NEAR OCEAN,275000
-122.01,36.98,2820,2.589,NEAR OCEAN,242400
-122,36.97,1029,3.1205,NEAR OCEAN,240500
-122,36.93,1616,3.1932,NEAR OCEAN,400000
-122.01,36.95,1217,2.0547,NEAR OCEAN,326700
-122.03,36.97,924,2.1964,NEAR OCEAN,234400
-122.03,36.97,337,3.2404,NEAR OCEAN,225000
-122.03,36.97,403,1.6923,NEAR OCEAN,262500
-122.04,36.97,1193,4.4659,NEAR OCEAN,237500
-122.03,36.96,2677,2.5067,NEAR OCEAN,232600
-122.02,36.97,594,1.1552,NEAR OCEAN,250000
-122.02,36.97,2124,1.6642,NEAR OCEAN,281300
-122.02,36.96,775,2.0172,NEAR OCEAN,112500
-122.03,36.96,584,3.5938,NEAR OCEAN,243500
-122.03,36.96,1607,2.425,NEAR OCEAN,216100
-122.04,36.96,1438,4.1964,NEAR OCEAN,202000
-122.04,36.96,538,2.1667,NEAR OCEAN,196400
-122.04,36.96,1149,2.5865,NEAR OCEAN,206400
-122.03,36.96,2182,3.52,NEAR OCEAN,284200
-122.04,36.95,1862,4.4567,NEAR OCEAN,263800
-122.01,36.91,691,3.1312,NEAR OCEAN,388500
-122.05,36.96,971,4.2045,NEAR OCEAN,226500
-122.06,36.96,65,4.5,NEAR OCEAN,258300
-122.05,36.87,2232,3.8269,NEAR OCEAN,276000
-122.04,36.95,1987,3.9667,NEAR OCEAN,265800
-122.04,37,3365,2.9712,NEAR OCEAN,116600
-121.75,36.91,1461,2.8056,<1H OCEAN,173200
-121.74,36.92,1210,3.1062,<1H OCEAN,156000
-121.74,36.92,2648,2.4461,<1H OCEAN,151700
-121.74,36.92,3355,2.6506,<1H OCEAN,164600
-121.75,36.93,4026,3.1327,<1H OCEAN,218100
-121.75,36.92,1801,3.6,<1H OCEAN,194500
-121.75,36.92,1362,2.4615,<1H OCEAN,177800
-121.76,36.92,2096,3.2216,<1H OCEAN,238300
-121.76,36.92,947,3.4125,<1H OCEAN,160700
-121.75,36.91,1211,1.6875,<1H OCEAN,161400
-121.76,36.91,1276,1.9609,<1H OCEAN,155000
-121.75,36.91,1368,2.5599,<1H OCEAN,151400
-121.77,36.91,2715,2.8348,<1H OCEAN,162000
-121.76,36.9,919,2.0775,<1H OCEAN,121400
-121.77,36.93,2587,2.4375,<1H OCEAN,190400
-121.77,36.93,1943,3.0192,<1H OCEAN,184300
-121.77,36.93,1406,3.2813,<1H OCEAN,190000
-121.76,36.92,2687,2.6434,<1H OCEAN,169700
-121.77,36.92,4934,3.5,<1H OCEAN,194800
-121.79,36.93,2512,3.1815,<1H OCEAN,189100
-121.78,36.92,1515,4.3906,<1H OCEAN,241200
-121.78,36.93,2794,2.4053,<1H OCEAN,178400
-121.77,36.94,1063,2.0192,<1H OCEAN,171300
-121.79,36.95,2152,3.7863,<1H OCEAN,192200
-121.8,36.94,2377,2.8214,<1H OCEAN,190100
-122.25,37.08,1201,2.5556,NEAR OCEAN,177500
-122.14,37.08,2420,5.2101,NEAR OCEAN,334000
-122.11,37.05,3337,5.1412,NEAR OCEAN,315800
-122.13,36.97,991,4.7188,NEAR OCEAN,350000
-122.07,37.13,1127,4.9792,NEAR OCEAN,240000
-122.09,37.09,695,3.9408,NEAR OCEAN,222600
-122.09,37.11,2637,3.6474,NEAR OCEAN,231600
-122.12,37.09,1397,4.125,NEAR OCEAN,239600
-122.09,37.07,3581,4.3429,NEAR OCEAN,214300
-122.08,37.08,1541,4.425,NEAR OCEAN,204800
-122.16,37.17,6422,5.0165,NEAR OCEAN,202300
-122.12,37.12,2419,2.7933,NEAR OCEAN,206900
-122.18,37.15,1457,5.5785,NEAR OCEAN,284100
-122.12,37.16,1602,5.1664,NEAR OCEAN,185100
-122.1,37.19,808,7.1831,NEAR OCEAN,273300
-122.08,37.15,506,7.1366,NEAR OCEAN,273900
-122.11,37.11,1993,5.208,NEAR OCEAN,206800
-122.11,37.14,3201,4.4597,NEAR OCEAN,204100
-122.13,37.15,2854,3.9423,NEAR OCEAN,180300
-122.09,37.21,1969,7.8774,<1H OCEAN,394900
-122,37.12,4413,6.9772,<1H OCEAN,383300
-122.04,37.12,1427,4.0781,NEAR OCEAN,154500
-122.02,37.11,2066,5.2417,NEAR OCEAN,196400
-122.05,37.11,1065,4.5972,NEAR OCEAN,146300
-122.07,37.08,5639,6.0809,NEAR OCEAN,270000
-122.05,37.05,2422,4.1679,NEAR OCEAN,201300
-122.07,37.06,1634,3.8625,NEAR OCEAN,232300
-122.08,37.04,2800,4.1161,NEAR OCEAN,220900
-122.08,37.03,4682,4.5096,NEAR OCEAN,203700
-122.04,37.04,4977,3.8854,NEAR OCEAN,312300
-122.03,37.03,4650,5.6233,NEAR OCEAN,322000
-122.02,37.01,1005,10.0968,NEAR OCEAN,500001
-122.03,37,2077,5.2078,NEAR OCEAN,440500
-122.04,37.08,467,4.8,NEAR OCEAN,261500
-122.02,37.09,1818,4.8611,NEAR OCEAN,240000
-122.03,37.05,2010,3.9728,NEAR OCEAN,190900
-122.01,37.06,4113,5.1121,NEAR OCEAN,308100
-122,37.08,4154,5.5919,NEAR OCEAN,373400
-121.95,37.11,2387,7.736,<1H OCEAN,397700
-121.96,37.1,922,6.3617,<1H OCEAN,331500
-121.87,37.1,1918,7.5755,<1H OCEAN,402300
-121.9,37.1,1708,6.4517,<1H OCEAN,356600
-121.93,37.04,1522,5.8642,<1H OCEAN,363500
-121.96,37.03,1343,4.625,NEAR OCEAN,386400
-121.93,37.05,679,6.4214,<1H OCEAN,340600
-121.96,37.06,1321,6.3258,NEAR OCEAN,390000
-121.99,37.05,2023,5.2486,NEAR OCEAN,353000
-122,37.06,2403,6.0621,NEAR OCEAN,304400
-122.01,37.03,5904,5.9039,NEAR OCEAN,355300
-121.97,37.01,2073,4.5682,NEAR OCEAN,371600
-121.98,36.99,6787,3.5943,NEAR OCEAN,262400
-121.97,37,990,4.8269,NEAR OCEAN,272900
-121.98,36.98,2681,3.075,NEAR OCEAN,215800
-121.99,36.99,1592,3.6364,NEAR OCEAN,207000
-121.99,36.98,2113,4.6484,NEAR OCEAN,234600
-121.99,36.98,5613,3.1914,NEAR OCEAN,215600
-121.98,36.97,3349,3.7273,NEAR OCEAN,251900
-121.98,36.96,3495,3.1167,NEAR OCEAN,258300
-121.99,36.97,3044,2.1771,NEAR OCEAN,213200
-122,36.97,2702,2.8941,NEAR OCEAN,256700
-121.99,36.96,1275,4.7321,NEAR OCEAN,422400
-121.99,36.96,875,2.625,NEAR OCEAN,377300
-121.96,36.88,2846,4.7468,NEAR OCEAN,294400
-121.97,36.97,3665,2.8036,NEAR OCEAN,228500
-121.97,36.96,4001,2.561,NEAR OCEAN,234600
-121.98,36.96,3209,3.6619,NEAR OCEAN,245100
-121.96,36.98,4907,2.6757,NEAR OCEAN,229200
-121.97,36.98,2813,3.7083,NEAR OCEAN,252400
-121.97,36.97,2849,2.7587,NEAR OCEAN,228600
-121.96,36.97,4324,3.0777,NEAR OCEAN,263800
-121.94,36.98,3010,4.2006,NEAR OCEAN,290700
-121.94,36.98,3520,3.0905,NEAR OCEAN,264300
-121.95,36.98,3745,3.1546,NEAR OCEAN,261200
-121.94,36.97,1738,2.5172,NEAR OCEAN,330800
-121.93,36.99,6356,4.7325,NEAR OCEAN,283500
-121.94,37,2210,4.1587,NEAR OCEAN,315200
-121.96,37,3847,3.3447,NEAR OCEAN,305200
-121.96,36.99,3209,2.7375,NEAR OCEAN,238000
-121.94,36.99,4571,4.2898,NEAR OCEAN,221700
-121.86,37,8638,5.503,<1H OCEAN,351800
-121.91,36.99,5675,4.8693,NEAR OCEAN,322300
-121.91,36.98,1957,2.6875,NEAR OCEAN,233300
-121.88,36.98,4117,4.8953,NEAR OCEAN,289500
-121.91,36.97,4920,3.5112,NEAR OCEAN,231900
-121.92,36.95,3457,3.6597,NEAR OCEAN,252300
-121.88,36.96,4910,5.8325,NEAR OCEAN,308800
-121.9,36.97,3707,4.4485,NEAR OCEAN,295200
-121.88,36.96,6355,6.0281,NEAR OCEAN,321100
-121.9,36.93,7281,5.3276,NEAR OCEAN,335500
-121.87,36.95,3703,4.9219,NEAR OCEAN,368400
-121.84,36.94,4921,4.9517,NEAR OCEAN,307900
-121.89,36.89,2774,5.368,NEAR OCEAN,352000
